,coefficients,replicate,pval,treatment_site
treatment20C:sitePW...1029,NA,147,NA,treatment20C:sitePW
treatment20C...1030,-0.694581889,148,1.43E-160,treatment20C
siteCI5...1031,NA,148,NA,siteCI5
siteDB...1032,NA,148,NA,siteDB
sitePW...1033,NA,148,NA,sitePW
treatment20C:siteCI5...1034,NA,148,NA,treatment20C:siteCI5
treatment20C:siteDB...1035,NA,148,NA,treatment20C:siteDB
treatment20C:sitePW...1036,NA,148,NA,treatment20C:sitePW
treatment20C...1037,-0.374785714,149,7.37E-54,treatment20C
siteCI5...1038,NA,149,NA,siteCI5
siteDB...1039,NA,149,NA,siteDB
sitePW...1040,NA,149,NA,sitePW
treatment20C:siteCI5...1041,NA,149,NA,treatment20C:siteCI5
treatment20C:siteDB...1042,NA,149,NA,treatment20C:siteDB
treatment20C:sitePW...1043,NA,149,NA,treatment20C:sitePW
treatment20C...1044,-0.424398097,150,5.61E-68,treatment20C
siteCI5...1045,NA,150,NA,siteCI5
siteDB...1046,NA,150,NA,siteDB
sitePW...1047,NA,150,NA,sitePW
treatment20C:siteCI5...1048,NA,150,NA,treatment20C:siteCI5
treatment20C:siteDB...1049,NA,150,NA,treatment20C:siteDB
treatment20C:sitePW...1050,NA,150,NA,treatment20C:sitePW
treatment20C...1051,-0.527724663,151,5.04E-106,treatment20C
siteCI5...1052,NA,151,NA,siteCI5
siteDB...1053,NA,151,NA,siteDB
sitePW...1054,NA,151,NA,sitePW
treatment20C:siteCI5...1055,NA,151,NA,treatment20C:siteCI5
treatment20C:siteDB...1056,NA,151,NA,treatment20C:siteDB
treatment20C:sitePW...1057,NA,151,NA,treatment20C:sitePW
treatment20C...1058,-0.72473632,152,1.96E-179,treatment20C
siteCI5...1059,NA,152,NA,siteCI5
siteDB...1060,NA,152,NA,siteDB
sitePW...1061,NA,152,NA,sitePW
treatment20C:siteCI5...1062,NA,152,NA,treatment20C:siteCI5
treatment20C:siteDB...1063,NA,152,NA,treatment20C:siteDB
treatment20C:sitePW...1064,NA,152,NA,treatment20C:sitePW
treatment20C...1065,-0.404224767,153,9.82E-70,treatment20C
siteCI5...1066,NA,153,NA,siteCI5
siteDB...1067,NA,153,NA,siteDB
sitePW...1068,NA,153,NA,sitePW
treatment20C:siteCI5...1069,NA,153,NA,treatment20C:siteCI5
treatment20C:siteDB...1070,NA,153,NA,treatment20C:siteDB
treatment20C:sitePW...1071,NA,153,NA,treatment20C:sitePW
treatment20C...1072,-0.486528661,154,3.04E-85,treatment20C
siteCI5...1073,NA,154,NA,siteCI5
siteDB...1074,NA,154,NA,siteDB
sitePW...1075,NA,154,NA,sitePW
treatment20C:siteCI5...1076,NA,154,NA,treatment20C:siteCI5
treatment20C:siteDB...1077,NA,154,NA,treatment20C:siteDB
treatment20C:sitePW...1078,NA,154,NA,treatment20C:sitePW
treatment20C...1079,-0.424961247,155,3.01E-74,treatment20C
siteCI5...1080,NA,155,NA,siteCI5
siteDB...1081,NA,155,NA,siteDB
sitePW...1082,NA,155,NA,sitePW
treatment20C:siteCI5...1083,NA,155,NA,treatment20C:siteCI5
treatment20C:siteDB...1084,NA,155,NA,treatment20C:siteDB
treatment20C:sitePW...1085,NA,155,NA,treatment20C:sitePW
treatment20C...1086,-0.427823057,156,1.74E-67,treatment20C
siteCI5...1087,NA,156,NA,siteCI5
siteDB...1088,NA,156,NA,siteDB
sitePW...1089,NA,156,NA,sitePW
treatment20C:siteCI5...1090,NA,156,NA,treatment20C:siteCI5
treatment20C:siteDB...1091,NA,156,NA,treatment20C:siteDB
treatment20C:sitePW...1092,NA,156,NA,treatment20C:sitePW
treatment20C...1093,-0.275649738,157,4.64E-30,treatment20C
siteCI5...1094,NA,157,NA,siteCI5
siteDB...1095,NA,157,NA,siteDB
sitePW...1096,NA,157,NA,sitePW
treatment20C:siteCI5...1097,NA,157,NA,treatment20C:siteCI5
treatment20C:siteDB...1098,NA,157,NA,treatment20C:siteDB
treatment20C:sitePW...1099,NA,157,NA,treatment20C:sitePW
treatment20C...1100,-0.336035096,158,1.16E-48,treatment20C
siteCI5...1101,NA,158,NA,siteCI5
siteDB...1102,NA,158,NA,siteDB
sitePW...1103,NA,158,NA,sitePW
treatment20C:siteCI5...1104,NA,158,NA,treatment20C:siteCI5
treatment20C:siteDB...1105,NA,158,NA,treatment20C:siteDB
treatment20C:sitePW...1106,NA,158,NA,treatment20C:sitePW
treatment20C...1107,-0.528703418,159,1.75E-99,treatment20C
siteCI5...1108,NA,159,NA,siteCI5
siteDB...1109,NA,159,NA,siteDB
sitePW...1110,NA,159,NA,sitePW
treatment20C:siteCI5...1111,NA,159,NA,treatment20C:siteCI5
treatment20C:siteDB...1112,NA,159,NA,treatment20C:siteDB
treatment20C:sitePW...1113,NA,159,NA,treatment20C:sitePW
treatment20C...1114,-0.432364447,160,3.21E-68,treatment20C
siteCI5...1115,NA,160,NA,siteCI5
siteDB...1116,NA,160,NA,siteDB
sitePW...1117,NA,160,NA,sitePW
treatment20C:siteCI5...1118,NA,160,NA,treatment20C:siteCI5
treatment20C:siteDB...1119,NA,160,NA,treatment20C:siteDB
treatment20C:sitePW...1120,NA,160,NA,treatment20C:sitePW
treatment20C...1121,-0.755766801,161,1.40E-197,treatment20C
siteCI5...1122,NA,161,NA,siteCI5
siteDB...1123,NA,161,NA,siteDB
sitePW...1124,NA,161,NA,sitePW
treatment20C:siteCI5...1125,NA,161,NA,treatment20C:siteCI5
treatment20C:siteDB...1126,NA,161,NA,treatment20C:siteDB
treatment20C:sitePW...1127,NA,161,NA,treatment20C:sitePW
treatment20C...1128,-0.558749144,162,4.57E-117,treatment20C
siteCI5...1129,NA,162,NA,siteCI5
siteDB...1130,NA,162,NA,siteDB
sitePW...1131,NA,162,NA,sitePW
treatment20C:siteCI5...1132,NA,162,NA,treatment20C:siteCI5
treatment20C:siteDB...1133,NA,162,NA,treatment20C:siteDB
treatment20C:sitePW...1134,NA,162,NA,treatment20C:sitePW
treatment20C...1135,-0.478748938,163,3.17E-86,treatment20C
siteCI5...1136,NA,163,NA,siteCI5
siteDB...1137,NA,163,NA,siteDB
sitePW...1138,NA,163,NA,sitePW
treatment20C:siteCI5...1139,NA,163,NA,treatment20C:siteCI5
treatment20C:siteDB...1140,NA,163,NA,treatment20C:siteDB
treatment20C:sitePW...1141,NA,163,NA,treatment20C:sitePW
treatment20C...1142,-0.516934151,164,2.70E-101,treatment20C
siteCI5...1143,NA,164,NA,siteCI5
siteDB...1144,NA,164,NA,siteDB
sitePW...1145,NA,164,NA,sitePW
treatment20C:siteCI5...1146,NA,164,NA,treatment20C:siteCI5
treatment20C:siteDB...1147,NA,164,NA,treatment20C:siteDB
treatment20C:sitePW...1148,NA,164,NA,treatment20C:sitePW
treatment20C...1149,-0.478634854,165,3.18E-81,treatment20C
siteCI5...1150,NA,165,NA,siteCI5
siteDB...1151,NA,165,NA,siteDB
sitePW...1152,NA,165,NA,sitePW
treatment20C:siteCI5...1153,NA,165,NA,treatment20C:siteCI5
treatment20C:siteDB...1154,NA,165,NA,treatment20C:siteDB
treatment20C:sitePW...1155,NA,165,NA,treatment20C:sitePW
treatment20C...1156,-0.535819638,166,1.91E-106,treatment20C
siteCI5...1157,NA,166,NA,siteCI5
siteDB...1158,NA,166,NA,siteDB
sitePW...1159,NA,166,NA,sitePW
treatment20C:siteCI5...1160,NA,166,NA,treatment20C:siteCI5
treatment20C:siteDB...1161,NA,166,NA,treatment20C:siteDB
treatment20C:sitePW...1162,NA,166,NA,treatment20C:sitePW
treatment20C...1163,-0.247897464,167,1.37E-27,treatment20C
siteCI5...1164,NA,167,NA,siteCI5
siteDB...1165,NA,167,NA,siteDB
sitePW...1166,NA,167,NA,sitePW
treatment20C:siteCI5...1167,NA,167,NA,treatment20C:siteCI5
treatment20C:siteDB...1168,NA,167,NA,treatment20C:siteDB
treatment20C:sitePW...1169,NA,167,NA,treatment20C:sitePW
treatment20C...1170,-0.334287746,168,3.54E-49,treatment20C
siteCI5...1171,NA,168,NA,siteCI5
siteDB...1172,NA,168,NA,siteDB
sitePW...1173,NA,168,NA,sitePW
treatment20C:siteCI5...1174,NA,168,NA,treatment20C:siteCI5
treatment20C:siteDB...1175,NA,168,NA,treatment20C:siteDB
treatment20C:sitePW...1176,NA,168,NA,treatment20C:sitePW
treatment20C...1177,-0.437096714,169,1.76E-72,treatment20C
siteCI5...1178,NA,169,NA,siteCI5
siteDB...1179,NA,169,NA,siteDB
sitePW...1180,NA,169,NA,sitePW
treatment20C:siteCI5...1181,NA,169,NA,treatment20C:siteCI5
treatment20C:siteDB...1182,NA,169,NA,treatment20C:siteDB
treatment20C:sitePW...1183,NA,169,NA,treatment20C:sitePW
treatment20C...1184,-0.464877488,170,3.18E-79,treatment20C
siteCI5...1185,NA,170,NA,siteCI5
siteDB...1186,NA,170,NA,siteDB
sitePW...1187,NA,170,NA,sitePW
treatment20C:siteCI5...1188,NA,170,NA,treatment20C:siteCI5
treatment20C:siteDB...1189,NA,170,NA,treatment20C:siteDB
treatment20C:sitePW...1190,NA,170,NA,treatment20C:sitePW
treatment20C...1191,-0.518609703,171,7.65E-101,treatment20C
siteCI5...1192,NA,171,NA,siteCI5
siteDB...1193,NA,171,NA,siteDB
sitePW...1194,NA,171,NA,sitePW
treatment20C:siteCI5...1195,NA,171,NA,treatment20C:siteCI5
treatment20C:siteDB...1196,NA,171,NA,treatment20C:siteDB
treatment20C:sitePW...1197,NA,171,NA,treatment20C:sitePW
treatment20C...1198,-0.417140155,172,1.45E-68,treatment20C
siteCI5...1199,NA,172,NA,siteCI5
siteDB...1200,NA,172,NA,siteDB
sitePW...1201,NA,172,NA,sitePW
treatment20C:siteCI5...1202,NA,172,NA,treatment20C:siteCI5
treatment20C:siteDB...1203,NA,172,NA,treatment20C:siteDB
treatment20C:sitePW...1204,NA,172,NA,treatment20C:sitePW
treatment20C...1205,-0.593491756,173,1.20E-131,treatment20C
siteCI5...1206,NA,173,NA,siteCI5
siteDB...1207,NA,173,NA,siteDB
sitePW...1208,NA,173,NA,sitePW
treatment20C:siteCI5...1209,NA,173,NA,treatment20C:siteCI5
treatment20C:siteDB...1210,NA,173,NA,treatment20C:siteDB
treatment20C:sitePW...1211,NA,173,NA,treatment20C:sitePW
treatment20C...1212,-0.430819595,174,4.18E-66,treatment20C
siteCI5...1213,NA,174,NA,siteCI5
siteDB...1214,NA,174,NA,siteDB
sitePW...1215,NA,174,NA,sitePW
treatment20C:siteCI5...1216,NA,174,NA,treatment20C:siteCI5
treatment20C:siteDB...1217,NA,174,NA,treatment20C:siteDB
treatment20C:sitePW...1218,NA,174,NA,treatment20C:sitePW
treatment20C...1219,-0.576852262,175,5.45E-123,treatment20C
siteCI5...1220,NA,175,NA,siteCI5
siteDB...1221,NA,175,NA,siteDB
sitePW...1222,NA,175,NA,sitePW
treatment20C:siteCI5...1223,NA,175,NA,treatment20C:siteCI5
treatment20C:siteDB...1224,NA,175,NA,treatment20C:siteDB
treatment20C:sitePW...1225,NA,175,NA,treatment20C:sitePW
treatment20C...1226,-0.646153598,176,1.56E-149,treatment20C
siteCI5...1227,NA,176,NA,siteCI5
siteDB...1228,NA,176,NA,siteDB
sitePW...1229,NA,176,NA,sitePW
treatment20C:siteCI5...1230,NA,176,NA,treatment20C:siteCI5
treatment20C:siteDB...1231,NA,176,NA,treatment20C:siteDB
treatment20C:sitePW...1232,NA,176,NA,treatment20C:sitePW
treatment20C...1233,-0.746955197,177,3.11E-196,treatment20C
siteCI5...1234,NA,177,NA,siteCI5
siteDB...1235,NA,177,NA,siteDB
sitePW...1236,NA,177,NA,sitePW
treatment20C:siteCI5...1237,NA,177,NA,treatment20C:siteCI5
treatment20C:siteDB...1238,NA,177,NA,treatment20C:siteDB
treatment20C:sitePW...1239,NA,177,NA,treatment20C:sitePW
treatment20C...1240,-0.467415229,178,1.84E-91,treatment20C
siteCI5...1241,NA,178,NA,siteCI5
siteDB...1242,NA,178,NA,siteDB
sitePW...1243,NA,178,NA,sitePW
treatment20C:siteCI5...1244,NA,178,NA,treatment20C:siteCI5
treatment20C:siteDB...1245,NA,178,NA,treatment20C:siteDB
treatment20C:sitePW...1246,NA,178,NA,treatment20C:sitePW
treatment20C...1247,-0.573711963,179,1.22E-125,treatment20C
siteCI5...1248,NA,179,NA,siteCI5
siteDB...1249,NA,179,NA,siteDB
sitePW...1250,NA,179,NA,sitePW
treatment20C:siteCI5...1251,NA,179,NA,treatment20C:siteCI5
treatment20C:siteDB...1252,NA,179,NA,treatment20C:siteDB
treatment20C:sitePW...1253,NA,179,NA,treatment20C:sitePW
treatment20C...1254,-0.562786392,180,2.25E-122,treatment20C
siteCI5...1255,NA,180,NA,siteCI5
siteDB...1256,NA,180,NA,siteDB
sitePW...1257,NA,180,NA,sitePW
treatment20C:siteCI5...1258,NA,180,NA,treatment20C:siteCI5
treatment20C:siteDB...1259,NA,180,NA,treatment20C:siteDB
treatment20C:sitePW...1260,NA,180,NA,treatment20C:sitePW
treatment20C...1261,-0.438148329,181,6.57E-77,treatment20C
siteCI5...1262,NA,181,NA,siteCI5
siteDB...1263,NA,181,NA,siteDB
sitePW...1264,NA,181,NA,sitePW
treatment20C:siteCI5...1265,NA,181,NA,treatment20C:siteCI5
treatment20C:siteDB...1266,NA,181,NA,treatment20C:siteDB
treatment20C:sitePW...1267,NA,181,NA,treatment20C:sitePW
treatment20C...1268,-0.436888514,182,1.30E-78,treatment20C
siteCI5...1269,NA,182,NA,siteCI5
siteDB...1270,NA,182,NA,siteDB
sitePW...1271,NA,182,NA,sitePW
treatment20C:siteCI5...1272,NA,182,NA,treatment20C:siteCI5
treatment20C:siteDB...1273,NA,182,NA,treatment20C:siteDB
treatment20C:sitePW...1274,NA,182,NA,treatment20C:sitePW
treatment20C...1275,-0.402208969,183,1.06E-62,treatment20C
siteCI5...1276,NA,183,NA,siteCI5
siteDB...1277,NA,183,NA,siteDB
sitePW...1278,NA,183,NA,sitePW
treatment20C:siteCI5...1279,NA,183,NA,treatment20C:siteCI5
treatment20C:siteDB...1280,NA,183,NA,treatment20C:siteDB
treatment20C:sitePW...1281,NA,183,NA,treatment20C:sitePW
treatment20C...1282,-0.552652398,184,2.04E-105,treatment20C
siteCI5...1283,NA,184,NA,siteCI5
siteDB...1284,NA,184,NA,siteDB
sitePW...1285,NA,184,NA,sitePW
treatment20C:siteCI5...1286,NA,184,NA,treatment20C:siteCI5
treatment20C:siteDB...1287,NA,184,NA,treatment20C:siteDB
treatment20C:sitePW...1288,NA,184,NA,treatment20C:sitePW
treatment20C...1289,-0.34773683,185,1.16E-45,treatment20C
siteCI5...1290,NA,185,NA,siteCI5
siteDB...1291,NA,185,NA,siteDB
sitePW...1292,NA,185,NA,sitePW
treatment20C:siteCI5...1293,NA,185,NA,treatment20C:siteCI5
treatment20C:siteDB...1294,NA,185,NA,treatment20C:siteDB
treatment20C:sitePW...1295,NA,185,NA,treatment20C:sitePW
treatment20C...1296,-0.556931968,186,7.76E-113,treatment20C
siteCI5...1297,NA,186,NA,siteCI5
siteDB...1298,NA,186,NA,siteDB
sitePW...1299,NA,186,NA,sitePW
treatment20C:siteCI5...1300,NA,186,NA,treatment20C:siteCI5
treatment20C:siteDB...1301,NA,186,NA,treatment20C:siteDB
treatment20C:sitePW...1302,NA,186,NA,treatment20C:sitePW
treatment20C...1303,-0.560461306,187,2.45E-110,treatment20C
siteCI5...1304,NA,187,NA,siteCI5
siteDB...1305,NA,187,NA,siteDB
sitePW...1306,NA,187,NA,sitePW
treatment20C:siteCI5...1307,NA,187,NA,treatment20C:siteCI5
treatment20C:siteDB...1308,NA,187,NA,treatment20C:siteDB
treatment20C:sitePW...1309,NA,187,NA,treatment20C:sitePW
treatment20C...1310,-0.518389034,188,6.77E-106,treatment20C
siteCI5...1311,NA,188,NA,siteCI5
siteDB...1312,NA,188,NA,siteDB
sitePW...1313,NA,188,NA,sitePW
treatment20C:siteCI5...1314,NA,188,NA,treatment20C:siteCI5
treatment20C:siteDB...1315,NA,188,NA,treatment20C:siteDB
treatment20C:sitePW...1316,NA,188,NA,treatment20C:sitePW
treatment20C...1317,-0.24694759,189,7.07E-28,treatment20C
siteCI5...1318,NA,189,NA,siteCI5
siteDB...1319,NA,189,NA,siteDB
sitePW...1320,NA,189,NA,sitePW
treatment20C:siteCI5...1321,NA,189,NA,treatment20C:siteCI5
treatment20C:siteDB...1322,NA,189,NA,treatment20C:siteDB
treatment20C:sitePW...1323,NA,189,NA,treatment20C:sitePW
treatment20C...1324,-0.495497933,190,3.62E-95,treatment20C
siteCI5...1325,NA,190,NA,siteCI5
siteDB...1326,NA,190,NA,siteDB
sitePW...1327,NA,190,NA,sitePW
treatment20C:siteCI5...1328,NA,190,NA,treatment20C:siteCI5
treatment20C:siteDB...1329,NA,190,NA,treatment20C:siteDB
treatment20C:sitePW...1330,NA,190,NA,treatment20C:sitePW
treatment20C...1331,-0.57383023,191,4.64E-126,treatment20C
siteCI5...1332,NA,191,NA,siteCI5
siteDB...1333,NA,191,NA,siteDB
sitePW...1334,NA,191,NA,sitePW
treatment20C:siteCI5...1335,NA,191,NA,treatment20C:siteCI5
treatment20C:siteDB...1336,NA,191,NA,treatment20C:siteDB
treatment20C:sitePW...1337,NA,191,NA,treatment20C:sitePW
treatment20C...1338,-0.50720711,192,1.27E-95,treatment20C
siteCI5...1339,NA,192,NA,siteCI5
siteDB...1340,NA,192,NA,siteDB
sitePW...1341,NA,192,NA,sitePW
treatment20C:siteCI5...1342,NA,192,NA,treatment20C:siteCI5
treatment20C:siteDB...1343,NA,192,NA,treatment20C:siteDB
treatment20C:sitePW...1344,NA,192,NA,treatment20C:sitePW
treatment20C...1345,-0.48014543,193,5.75E-89,treatment20C
siteCI5...1346,NA,193,NA,siteCI5
siteDB...1347,NA,193,NA,siteDB
sitePW...1348,NA,193,NA,sitePW
treatment20C:siteCI5...1349,NA,193,NA,treatment20C:siteCI5
treatment20C:siteDB...1350,NA,193,NA,treatment20C:siteDB
treatment20C:sitePW...1351,NA,193,NA,treatment20C:sitePW
treatment20C...1352,-0.408078327,194,6.71E-64,treatment20C
siteCI5...1353,NA,194,NA,siteCI5
siteDB...1354,NA,194,NA,siteDB
sitePW...1355,NA,194,NA,sitePW
treatment20C:siteCI5...1356,NA,194,NA,treatment20C:siteCI5
treatment20C:siteDB...1357,NA,194,NA,treatment20C:siteDB
treatment20C:sitePW...1358,NA,194,NA,treatment20C:sitePW
treatment20C...1359,-0.519275428,195,7.96E-100,treatment20C
siteCI5...1360,NA,195,NA,siteCI5
siteDB...1361,NA,195,NA,siteDB
sitePW...1362,NA,195,NA,sitePW
treatment20C:siteCI5...1363,NA,195,NA,treatment20C:siteCI5
treatment20C:siteDB...1364,NA,195,NA,treatment20C:siteDB
treatment20C:sitePW...1365,NA,195,NA,treatment20C:sitePW
treatment20C...1366,-0.311572962,196,3.74E-39,treatment20C
siteCI5...1367,NA,196,NA,siteCI5
siteDB...1368,NA,196,NA,siteDB
sitePW...1369,NA,196,NA,sitePW
treatment20C:siteCI5...1370,NA,196,NA,treatment20C:siteCI5
treatment20C:siteDB...1371,NA,196,NA,treatment20C:siteDB
treatment20C:sitePW...1372,NA,196,NA,treatment20C:sitePW
treatment20C...1373,-0.613660393,197,4.25E-145,treatment20C
siteCI5...1374,NA,197,NA,siteCI5
siteDB...1375,NA,197,NA,siteDB
sitePW...1376,NA,197,NA,sitePW
treatment20C:siteCI5...1377,NA,197,NA,treatment20C:siteCI5
treatment20C:siteDB...1378,NA,197,NA,treatment20C:siteDB
treatment20C:sitePW...1379,NA,197,NA,treatment20C:sitePW
treatment20C...1380,-0.425931774,198,3.99E-63,treatment20C
siteCI5...1381,NA,198,NA,siteCI5
siteDB...1382,NA,198,NA,siteDB
sitePW...1383,NA,198,NA,sitePW
treatment20C:siteCI5...1384,NA,198,NA,treatment20C:siteCI5
treatment20C:siteDB...1385,NA,198,NA,treatment20C:siteDB
treatment20C:sitePW...1386,NA,198,NA,treatment20C:sitePW
treatment20C...1387,-0.577707297,199,1.59E-129,treatment20C
siteCI5...1388,NA,199,NA,siteCI5
siteDB...1389,NA,199,NA,siteDB
sitePW...1390,NA,199,NA,sitePW
treatment20C:siteCI5...1391,NA,199,NA,treatment20C:siteCI5
treatment20C:siteDB...1392,NA,199,NA,treatment20C:siteDB
treatment20C:sitePW...1393,NA,199,NA,treatment20C:sitePW
treatment20C...1394,-0.445897343,200,7.02E-81,treatment20C
siteCI5...1395,NA,200,NA,siteCI5
siteDB...1396,NA,200,NA,siteDB
sitePW...1397,NA,200,NA,sitePW
treatment20C:siteCI5...1398,NA,200,NA,treatment20C:siteCI5
treatment20C:siteDB...1399,NA,200,NA,treatment20C:siteDB
treatment20C:sitePW...1400,NA,200,NA,treatment20C:sitePW
treatment20C...1401,-0.603064615,201,3.65E-134,treatment20C
siteCI5...1402,NA,201,NA,siteCI5
siteDB...1403,NA,201,NA,siteDB
sitePW...1404,NA,201,NA,sitePW
treatment20C:siteCI5...1405,NA,201,NA,treatment20C:siteCI5
treatment20C:siteDB...1406,NA,201,NA,treatment20C:siteDB
treatment20C:sitePW...1407,NA,201,NA,treatment20C:sitePW
treatment20C...1408,-0.637335312,202,4.87E-159,treatment20C
siteCI5...1409,NA,202,NA,siteCI5
siteDB...1410,NA,202,NA,siteDB
sitePW...1411,NA,202,NA,sitePW
treatment20C:siteCI5...1412,NA,202,NA,treatment20C:siteCI5
treatment20C:siteDB...1413,NA,202,NA,treatment20C:siteDB
treatment20C:sitePW...1414,NA,202,NA,treatment20C:sitePW
treatment20C...1415,-0.587757522,203,6.53E-127,treatment20C
siteCI5...1416,NA,203,NA,siteCI5
siteDB...1417,NA,203,NA,siteDB
sitePW...1418,NA,203,NA,sitePW
treatment20C:siteCI5...1419,NA,203,NA,treatment20C:siteCI5
treatment20C:siteDB...1420,NA,203,NA,treatment20C:siteDB
treatment20C:sitePW...1421,NA,203,NA,treatment20C:sitePW
treatment20C...1422,-0.436686969,204,5.35E-76,treatment20C
siteCI5...1423,NA,204,NA,siteCI5
siteDB...1424,NA,204,NA,siteDB
sitePW...1425,NA,204,NA,sitePW
treatment20C:siteCI5...1426,NA,204,NA,treatment20C:siteCI5
treatment20C:siteDB...1427,NA,204,NA,treatment20C:siteDB
treatment20C:sitePW...1428,NA,204,NA,treatment20C:sitePW
treatment20C...1429,-0.525575074,205,3.69E-94,treatment20C
siteCI5...1430,NA,205,NA,siteCI5
siteDB...1431,NA,205,NA,siteDB
sitePW...1432,NA,205,NA,sitePW
treatment20C:siteCI5...1433,NA,205,NA,treatment20C:siteCI5
treatment20C:siteDB...1434,NA,205,NA,treatment20C:siteDB
treatment20C:sitePW...1435,NA,205,NA,treatment20C:sitePW
treatment20C...1436,-0.576832728,206,3.75E-116,treatment20C
siteCI5...1437,NA,206,NA,siteCI5
siteDB...1438,NA,206,NA,siteDB
sitePW...1439,NA,206,NA,sitePW
treatment20C:siteCI5...1440,NA,206,NA,treatment20C:siteCI5
treatment20C:siteDB...1441,NA,206,NA,treatment20C:siteDB
treatment20C:sitePW...1442,NA,206,NA,treatment20C:sitePW
treatment20C...1443,-0.572132999,207,1.13E-124,treatment20C
siteCI5...1444,NA,207,NA,siteCI5
siteDB...1445,NA,207,NA,siteDB
sitePW...1446,NA,207,NA,sitePW
treatment20C:siteCI5...1447,NA,207,NA,treatment20C:siteCI5
treatment20C:siteDB...1448,NA,207,NA,treatment20C:siteDB
treatment20C:sitePW...1449,NA,207,NA,treatment20C:sitePW
treatment20C...1450,-0.296270541,208,2.32E-35,treatment20C
siteCI5...1451,NA,208,NA,siteCI5
siteDB...1452,NA,208,NA,siteDB
sitePW...1453,NA,208,NA,sitePW
treatment20C:siteCI5...1454,NA,208,NA,treatment20C:siteCI5
treatment20C:siteDB...1455,NA,208,NA,treatment20C:siteDB
treatment20C:sitePW...1456,NA,208,NA,treatment20C:sitePW
treatment20C...1457,-0.596018934,209,1.07E-119,treatment20C
siteCI5...1458,NA,209,NA,siteCI5
siteDB...1459,NA,209,NA,siteDB
sitePW...1460,NA,209,NA,sitePW
treatment20C:siteCI5...1461,NA,209,NA,treatment20C:siteCI5
treatment20C:siteDB...1462,NA,209,NA,treatment20C:siteDB
treatment20C:sitePW...1463,NA,209,NA,treatment20C:sitePW
treatment20C...1464,-0.389274714,210,1.73E-57,treatment20C
siteCI5...1465,NA,210,NA,siteCI5
siteDB...1466,NA,210,NA,siteDB
sitePW...1467,NA,210,NA,sitePW
treatment20C:siteCI5...1468,NA,210,NA,treatment20C:siteCI5
treatment20C:siteDB...1469,NA,210,NA,treatment20C:siteDB
treatment20C:sitePW...1470,NA,210,NA,treatment20C:sitePW
treatment20C...1471,-0.578376971,211,4.01E-120,treatment20C
siteCI5...1472,NA,211,NA,siteCI5
siteDB...1473,NA,211,NA,siteDB
sitePW...1474,NA,211,NA,sitePW
treatment20C:siteCI5...1475,NA,211,NA,treatment20C:siteCI5
treatment20C:siteDB...1476,NA,211,NA,treatment20C:siteDB
treatment20C:sitePW...1477,NA,211,NA,treatment20C:sitePW
treatment20C...1478,-0.573663596,212,7.92E-120,treatment20C
siteCI5...1479,NA,212,NA,siteCI5
siteDB...1480,NA,212,NA,siteDB
sitePW...1481,NA,212,NA,sitePW
treatment20C:siteCI5...1482,NA,212,NA,treatment20C:siteCI5
treatment20C:siteDB...1483,NA,212,NA,treatment20C:siteDB
treatment20C:sitePW...1484,NA,212,NA,treatment20C:sitePW
treatment20C...1485,-0.441037339,213,2.69E-77,treatment20C
siteCI5...1486,NA,213,NA,siteCI5
siteDB...1487,NA,213,NA,siteDB
sitePW...1488,NA,213,NA,sitePW
treatment20C:siteCI5...1489,NA,213,NA,treatment20C:siteCI5
treatment20C:siteDB...1490,NA,213,NA,treatment20C:siteDB
treatment20C:sitePW...1491,NA,213,NA,treatment20C:sitePW
treatment20C...1492,-0.412151686,214,7.21E-67,treatment20C
siteCI5...1493,NA,214,NA,siteCI5
siteDB...1494,NA,214,NA,siteDB
sitePW...1495,NA,214,NA,sitePW
treatment20C:siteCI5...1496,NA,214,NA,treatment20C:siteCI5
treatment20C:siteDB...1497,NA,214,NA,treatment20C:siteDB
treatment20C:sitePW...1498,NA,214,NA,treatment20C:sitePW
treatment20C...1499,-0.483318037,215,7.87E-95,treatment20C
siteCI5...1500,NA,215,NA,siteCI5
siteDB...1501,NA,215,NA,siteDB
sitePW...1502,NA,215,NA,sitePW
treatment20C:siteCI5...1503,NA,215,NA,treatment20C:siteCI5
treatment20C:siteDB...1504,NA,215,NA,treatment20C:siteDB
treatment20C:sitePW...1505,NA,215,NA,treatment20C:sitePW
treatment20C...1506,-0.505890953,216,1.73E-103,treatment20C
siteCI5...1507,NA,216,NA,siteCI5
siteDB...1508,NA,216,NA,siteDB
sitePW...1509,NA,216,NA,sitePW
treatment20C:siteCI5...1510,NA,216,NA,treatment20C:siteCI5
treatment20C:siteDB...1511,NA,216,NA,treatment20C:siteDB
treatment20C:sitePW...1512,NA,216,NA,treatment20C:sitePW
treatment20C...1513,-0.566596713,217,2.62E-122,treatment20C
siteCI5...1514,NA,217,NA,siteCI5
siteDB...1515,NA,217,NA,siteDB
sitePW...1516,NA,217,NA,sitePW
treatment20C:siteCI5...1517,NA,217,NA,treatment20C:siteCI5
treatment20C:siteDB...1518,NA,217,NA,treatment20C:siteDB
treatment20C:sitePW...1519,NA,217,NA,treatment20C:sitePW
treatment20C...1520,-0.399496034,218,5.05E-58,treatment20C
siteCI5...1521,NA,218,NA,siteCI5
siteDB...1522,NA,218,NA,siteDB
sitePW...1523,NA,218,NA,sitePW
treatment20C:siteCI5...1524,NA,218,NA,treatment20C:siteCI5
